Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,0,,,CO2e_CEM,2047,,,,,,,,,,,,,,,,,,,,,,10.314,,,,,,,,,,
BAU,0,,,CO2e_CEM,2048,,,,,,,,,,,,,,,,,,,,,,11.0353,,,,,,,,,,
BAU,0,,,CO2e_CEM,2049,,,,,,,,,,,,,,,,,,,,,,11.807,,,,,,,,,,
BAU,0,,,CO2e_CEM,2050,,,,,,,,,,,,,,,,,,,,,,12.6326,,,,,,,,,,
BAU,0,,,CO2e_CAL,2018,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,
BAU,0,,,CO2e_CAL,2019,,,,,,,,,,,,,,,,,,,,,,0.1907,,,,,,,,,,
BAU,0,,,CO2e_CAL,2020,,,,,,,,,,,,,,,,,,,,,,0.1967,,,,,,,,,,
BAU,0,,,CO2e_CAL,2021,,,,,,,,,,,,,,,,,,,,,,0.203,,,,,,,,,,
BAU,0,,,CO2e_CAL,2022,,,,,,,,,,,,,,,,,,,,,,0.2095,,,,,,,,,,
BAU,0,,,CO2e_CAL,2023,,,,,,,,,,,,,,,,,,,,,,0.2163,,,,,,,,,,
BAU,0,,,CO2e_CAL,2024,,,,,,,,,,,,,,,,,,,,,,0.2234,,,,,,,,,,
BAU,0,,,CO2e_CAL,2025,,,,,,,,,,,,,,,,,,,,,,0.2308,,,,,,,,,,
BAU,0,,,CO2e_CAL,2026,,,,,,,,,,,,,,,,,,,,,,0.2384,,,,,,,,,,
BAU,0,,,CO2e_CAL,2027,,,,,,,,,,,,,,,,,,,,,,0.2464,,,,,,,,,,
BAU,0,,,CO2e_CAL,2028,,,,,,,,,,,,,,,,,,,,,,0.2547,,,,,,,,,,
BAU,0,,,CO2e_CAL,2029,,,,,,,,,,,,,,,,,,,,,,0.2633,,,,,,,,,,
BAU,0,,,CO2e_CAL,2030,,,,,,,,,,,,,,,,,,,,,,0.2722,,,,,,,,,,
BAU,0,,,CO2e_CAL,2031,,,,,,,,,,,,,,,,,,,,,,0.2815,,,,,,,,,,
BAU,0,,,CO2e_CAL,2032,,,,,,,,,,,,,,,,,,,,,,0.2912,,,,,,,,,,
BAU,0,,,CO2e_CAL,2033,,,,,,,,,,,,,,,,,,,,,,0.3012,,,,,,,,,,
BAU,0,,,CO2e_CAL,2034,,,,,,,,,,,,,,,,,,,,,,0.3117,,,,,,,,,,
BAU,0,,,CO2e_CAL,2035,,,,,,,,,,,,,,,,,,,,,,0.3225,,,,,,,,,,
BAU,0,,,CO2e_CAL,2036,,,,,,,,,,,,,,,,,,,,,,0.3337,,,,,,,,,,
BAU,0,,,CO2e_CAL,2037,,,,,,,,,,,,,,,,,,,,,,0.3454,,,,,,,,,,
BAU,0,,,CO2e_CAL,2038,,,,,,,,,,,,,,,,,,,,,,0.3575,,,,,,,,,,
BAU,0,,,CO2e_CAL,2039,,,,,,,,,,,,,,,,,,,,,,0.3701,,,,,,,,,,
BAU,0,,,CO2e_CAL,2040,,,,,,,,,,,,,,,,,,,,,,0.3832,,,,,,,,,,
BAU,0,,,CO2e_CAL,2041,,,,,,,,,,,,,,,,,,,,,,0.3967,,,,,,,,,,
BAU,0,,,CO2e_CAL,2042,,,,,,,,,,,,,,,,,,,,,,0.4108,,,,,,,,,,
BAU,0,,,CO2e_CAL,2043,,,,,,,,,,,,,,,,,,,,,,0.4254,,,,,,,,,,
