Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2024,FixedOpex2024,VarOpex2024,Opex2024,Externalities2024,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,0,,INORG_RCY_OS,,2018,,0.2233,0.2233,0.2233,0.2233,,,16.7475,16.7475,,,8.4854,8.2809,8.4854,,25.0284,,,,,,,,,,,,,22.4433,,11.3712,11.3712,,,,,,
BAU,0,,INORG_RCY_OS,,2019,,0.224,0.224,0.224,0.224,,,16.8,16.0,,,8.512,7.9113,8.512,,23.9113,,,,,,,,,,,,,21.4415,,10.8637,10.8637,,,,,,
BAU,0,,INORG_RCY_OS,,2020,,0.2317,0.2317,0.2317,0.2317,,,17.3775,15.7619,,,8.8046,7.79357,8.8046,,23.5555,,,,,,,,,,,,,21.1225,,10.702,10.702,,,,,,
BAU,0,,INORG_RCY_OS,,2021,,0.2394,0.2394,0.2394,0.2394,,,17.955,15.5102,,,9.0972,7.66911,9.0972,,23.1793,,,,,,,,,,,,,20.7852,,10.5311,10.5311,,,,,,
BAU,0,,INORG_RCY_OS,,2022,,0.2443,0.2443,0.2443,0.2443,,,18.3225,15.074,,,9.2834,7.45341,9.2834,,22.5274,,,,,,,,,,,,,20.2006,,10.2349,10.2349,,,,,,
BAU,0,,INORG_RCY_OS,,2023,,0.2532,0.2532,0.2532,0.2532,,,18.99,14.8791,,,9.6216,7.35709,9.6216,,22.2362,,,,,,,,,,,,,19.9395,,10.1027,10.1027,,,,,,
BAU,0,,INORG_RCY_OS,,2024,,0.2605,0.2605,0.2605,0.2605,,,19.5375,14.5792,,,9.899,7.20877,9.899,,21.788,,,,,,,,,,,,,19.5375,,9.899,9.899,,,,,,
BAU,0,,INORG_RCY_OS,,2025,,0.2678,0.2678,0.2678,0.2678,,,20.085,14.274,,,10.1764,7.05788,10.1764,,21.3319,,,,,,,,,,,,,19.1286,,9.6918,9.6918,,,,,,
BAU,0,,INORG_RCY_OS,,2026,,0.2747,0.2747,0.2747,0.2747,,,20.6025,13.9446,,,10.4386,6.89498,10.4386,,20.8396,,,,,,,,,,,,,18.6871,,9.4681,9.4681,,,,,,
BAU,0,,INORG_RCY_OS,,2027,,0.2816,0.2816,0.2816,0.2816,,,21.12,13.6141,,,10.7008,6.73159,10.7008,,20.3457,,,,,,,,,,,,,18.2443,,9.2438,9.2438,,,,,,
BAU,0,,INORG_RCY_OS,,2028,,0.289,0.289,0.289,0.289,,,21.675,13.3066,,,10.982,6.57951,10.982,,19.8861,,,,,,,,,,,,,17.8321,,9.0349,9.0349,,,,,,
BAU,0,,INORG_RCY_OS,,2029,,0.296,0.296,0.296,0.296,,,22.2,12.9799,,,11.248,6.41798,11.248,,19.3978,,,,,,,,,,,,,17.3943,,8.8131,8.8131,,,,,,
BAU,0,,INORG_RCY_OS,,2030,,0.3029,0.3029,0.3029,0.3029,,,22.7175,12.65,,,11.5102,6.25485,11.5102,,18.9048,,,,,,,,,,,,,16.9521,,8.5891,8.5891,,,,,,
BAU,0,,INORG_RCY_OS,,2031,,0.3092,0.3092,0.3092,0.3092,,,23.19,12.2982,,,11.7496,6.0809,11.7496,,18.379,,,,,,,,,,,,,16.4807,,8.3502,8.3502,,,,,,
BAU,0,,INORG_RCY_OS,,2032,,0.3156,0.3156,0.3156,0.3156,,,23.67,11.955,,,11.9928,5.9112,11.9928,,17.8662,,,,,,,,,,,,,16.0208,,8.1172,8.1172,,,,,,
BAU,0,,INORG_RCY_OS,,2033,,0.3221,0.3221,0.3221,0.3221,,,24.1575,11.6202,,,12.2398,5.74566,12.2398,,17.3658,,,,,,,,,,,,,15.5721,,7.8899,7.8899,,,,,,
BAU,0,,INORG_RCY_OS,,2034,,0.3287,0.3287,0.3287,0.3287,,,24.6525,11.2936,,,12.4906,5.58419,12.4906,,16.8778,,,,,,,,,,,,,15.1345,,7.6681,7.6681,,,,,,
BAU,0,,INORG_RCY_OS,,2035,,0.3353,0.3353,0.3353,0.3353,,,25.1475,10.9718,,,12.7414,5.42506,12.7414,,16.3968,,,,,,,,,,,,,14.7032,,7.4496,7.4496,,,,,,
BAU,0,,INORG_RCY_OS,,2036,,0.3409,0.3409,0.3409,0.3409,,,25.5675,10.6238,,,12.9542,5.25301,12.9542,,15.8768,,,,,,,,,,,,,14.2369,,7.2134,7.2134,,,,,,
BAU,0,,INORG_RCY_OS,,2037,,0.346601,0.346601,0.346601,0.3466,,,25.995,10.2871,,,13.1708,5.08652,13.1708,,15.3736,,,,,,,,,,,,,13.7857,,6.9848,6.9848,,,,,,
BAU,0,,INORG_RCY_OS,,2038,,0.3524,0.3524,0.3524,0.3524,,,26.43,9.96118,,,13.3912,4.92537,13.3912,,14.8865,,,,,,,,,,,,,13.3489,,6.7635,6.7635,,,,,,
BAU,0,,INORG_RCY_OS,,2039,,0.3582,0.3582,0.3582,0.3582,,,26.865,9.64299,,,13.6116,4.76803,13.6116,,14.411,,,,,,,,,,,,,12.9225,,6.5474,6.5474,,,,,,
BAU,0,,INORG_RCY_OS,,2040,,0.364099,0.364099,0.364099,0.3641,,,27.3075,9.33505,,,13.8358,4.61578,13.8358,,13.9508,,,,,,,,,,,,,12.5099,,6.3383,6.3383,,,,,,
BAU,0,,INORG_RCY_OS,,2041,,0.3688,0.3688,0.3688,0.3688,,,27.66,9.00531,,,14.0144,4.45273,14.0144,,13.458,,,,,,,,,,,,,12.068,,6.1144,6.1144,,,,,,
BAU,0,,INORG_RCY_OS,,2042,,0.3736,0.3736,0.3736,0.3736,,,28.02,8.6881,,,14.1968,4.29588,14.1968,,12.984,,,,,,,,,,,,,11.6429,,5.8991,5.8991,,,,,,
BAU,0,,INORG_RCY_OS,,2043,,0.3785,0.3785,0.3785,0.3785,,,28.3875,8.38291,,,14.383,4.14498,14.383,,12.5279,,,,,,,,,,,,,11.2339,,5.6918,5.6918,,,,,,
BAU,0,,INORG_RCY_OS,,2044,,0.3834,0.3834,0.3834,0.3834,,,28.755,8.08708,,,14.5692,3.9987,14.5692,,12.0858,,,,,,,,,,,,,10.8375,,5.491,5.491,,,,,,
BAU,0,,INORG_RCY_OS,,2045,,0.388401,0.388401,0.388401,0.3884,,,29.1301,7.80245,,,14.7592,3.85795,14.7592,,11.6604,,,,,,,,,,,,,10.456,,5.2977,5.2977,,,,,,
BAU,0,,INORG_RCY_OS,,2046,,0.392201,0.392201,0.392201,0.3922,,,29.415,7.50359,,,14.9036,3.71019,14.9036,,11.2138,,,,,,,,,,,,,10.0555,,5.0948,5.0948,,,,,,
BAU,0,,INORG_RCY_OS,,2047,,0.3961,0.3961,0.3961,0.3961,,,29.7075,7.21732,,,15.0518,3.56865,15.0518,,10.786,,,,,,,,,,,,,9.6719,,4.9004,4.9004,,,,,,
BAU,0,,INORG_RCY_OS,,2048,,0.4,0.4,0.4,0.4,,,30.0,6.94133,,,15.2,3.43218,15.2,,10.3735,,,,,,,,,,,,,9.302,,4.713,4.713,,,,,,
BAU,0,,INORG_RCY_OS,,2049,,0.4039,0.4039,0.4039,0.4039,,,30.2925,6.67524,,,15.3482,3.30061,15.3482,,9.97585,,,,,,,,,,,,,8.9455,,4.5324,4.5324,,,,,,
