Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,0,IND_SW,T5IND_SWTSW,,2029,,,,,,,627.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2030,,,,,,,659.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2031,,,,,,,692.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2032,,,,,,,727.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2033,,,,,,,763.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2034,,,,,,,801.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2035,,,,,,,841.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2036,,,,,,,883.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2037,,,,,,,926.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2038,,,,,,,972.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2039,,,,,,,1019.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2040,,,,,,,1068.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2041,,,,,,,1120.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2042,,,,,,,1174.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2043,,,,,,,1230.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2044,,,,,,,1288.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2045,,,,,,,1349.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2046,,,,,,,1412.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2047,,,,,,,1477.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2048,,,,,,,1545.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2049,,,,,,,1615.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,IND_SW,T5IND_SWTSW,,2050,,,,,,,1688.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2018,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2019,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2020,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2021,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2022,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2023,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2024,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2025,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2026,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2027,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2028,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2029,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2030,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2031,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2032,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2033,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,0,CO2_CH4_BURN,T5CO2_CH4_BURNTSW,,2034,,,,,,,41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
