Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit,DistanceDriven,UnitCapitalCost (USD),UnitFixedCost (USD),BiofuelShares,FilterFuelType,FilterVehicleType
0,0,BAU,E5TSWTSW,,,,2018,2.8971,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2019,3.0177,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2020,3.1582000000000003,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2021,3.3022,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2022,3.4495,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2023,3.5806,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2024,3.7167000000000003,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2025,3.8579,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2026,4.0043999999999995,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2027,4.1566,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2028,4.3147,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2029,4.4786,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2030,4.6488,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2031,4.8255,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2032,5.0088,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2033,5.1991,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2034,5.3967,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2035,5.6017,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2036,5.8147,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2037,6.0356000000000005,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2038,6.264899999999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2039,6.503,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2040,6.7501,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2041,7.006600000000001,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2042,7.2729,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2043,7.549199999999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2044,7.8361,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2045,8.1339,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2046,8.4429,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2047,8.7638,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2048,9.0968,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2049,9.442499999999999,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWTSW,,,,2050,9.801300000000001,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2018,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2019,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2020,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2021,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2022,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2023,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2024,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2025,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2026,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2027,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2028,0.0,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5TSWLANDFILL_ELEC,,,,2029,0.0,,,,,,,,,,,,,,,,,,,,
