Source,File,Region,Country,Variable_Main,Variable_Disag,Set,Year,Value
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Coal,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Hydro,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Geothermal,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Nuclear,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Firewood,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Sugar cane and derivatives,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Other primary sources,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Total primary sources,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Electricity,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Liquified Gas,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Gasoline and alcohol,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Kerose and jet fuel,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Diesel,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Fuel Oil,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Coke,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Charcoal,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Gases,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Other secondary,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Non-energy,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Total secondary,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,Construction and other,Total,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Oil,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Natural Gas,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Coal,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Hydro,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Geothermal,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Nuclear,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Firewood,2018,289.5831492328904
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Sugar cane and derivatives,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Other primary sources,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Total primary sources,2018,289.5831492328904
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Electricity,2018,36.76998412904604
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Liquified Gas,2018,18.649793191898667
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Gasoline and alcohol,2018,70.35706602551673
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Kerose and jet fuel,2018,4.443374967848525
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Diesel,2018,72.04825713262895
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Fuel Oil,2018,6.934420586251257
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Coke,2018,6.622386466510057
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Charcoal,2018,2.370265500547024
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Gases,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Other secondary,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Non-energy,2018,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Total secondary,2018,218.19554800024724
OLADE,Energy Balances,2_Central America,Guatemala,Energy consumption,none,Total,2018,507.7786972331376
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Hydro,2019,-5.281031491464473e-15
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Other primary sources,2019,-3.300644682165296e-16
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Total primary sources,2019,-8.449650386343157e-14
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Electricity,2019,1.584309447439342e-14
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Gasoline and alcohol,2019,10.969865485891976
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Total secondary,2019,10.969865485892083
OLADE,Energy Balances,2_Central America,Guatemala,Adjustment,none,Total,2019,10.969865485892038
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Oil,2019,-5.388412351178061
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Total primary sources,2019,-5.388412351178061
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Non-energy,2019,5.118991733619159
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Total secondary,2019,5.118991733619159
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Refineries,Total,2019,-0.2694206175589029
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Coal,2019,-50.51613410211191
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Hydro,2019,-26.278683341335118
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Geothermal,2019,-10.809055485934964
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Sugar cane and derivatives,2019,-48.548600379017635
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Other primary sources,2019,-1.8028020281667372
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Total primary sources,2019,-137.95527533656636
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Electricity,2019,45.962039301381
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Diesel,2019,-0.11009525494696834
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Fuel Oil,2019,-3.781106414940143
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Total secondary,2019,45.962039301381
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Power plants,Total,2019,-95.88443770507249
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Hydro,2019,-0.09650942398156218
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Sugar cane and derivatives,2019,-4.482372414628046
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Other primary sources,2019,-0.019157581914898174
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Total primary sources,2019,-4.598039420524507
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Electricity,2019,4.705862958418102
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Fuel Oil,2019,-0.4169985495417837
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Total secondary,2019,4.705862958418102
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Self-producers,Total,2019,-0.309175011648188
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Total primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Total secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Gas centers,Total,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Total primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Total secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Coal,Total,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Total primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Total secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Cokehouse and blast furnaces,Total,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Total primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Total secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Distillery,Total,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Other primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Total primary sources,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Diesel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Fuel Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Total secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,Other centers,Total,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Oil,2019,-5.388412351178061
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Coal,2019,-50.51613410211191
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Hydro,2019,-26.37519276531668
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Geothermal,2019,-10.809055485934964
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Sugar cane and derivatives,2019,-53.030972793645674
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Other primary sources,2019,-1.8219596100816355
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Total primary sources,2019,-147.94172710826894
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Electricity,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Liquified Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Diesel,2019,-0.11009525494696834
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Fuel Oil,2019,-4.198104964481927
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Coke,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Charcoal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Gases,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Other secondary,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Non-energy,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Total secondary,2019,-4.308200219428896
OLADE,Energy Balances,2_Central America,Guatemala,Total transformation,none,Total,2019,-96.46303333427956
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Oil,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Natural Gas,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Coal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Hydro,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Geothermal,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Nuclear,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Firewood,2019,0.0
OLADE,Energy Balances,2_Central America,Guatemala,Losses,none,Sugar cane and derivatives,2019,0.0
