Source,File,Region,Country,Variable_Main,Variable_Disag,Set,Year,Value
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Electricity,2019,58.823384529120496
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Liquified Gas,2019,2.574668554730206
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Gasoline and alcohol,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Diesel,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Fuel Oil,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Coke,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Charcoal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Gases,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Other secondary,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Non-energy,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Total secondary,2019,61.3980530838507
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Commercial, services, and public",Total,2019,80.11577828501117
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Oil,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Natural Gas,2019,9.606071161091794
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Coal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Hydro,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Geothermal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Nuclear,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Firewood,2019,12.474701365105902
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Other primary sources,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Total primary sources,2019,22.080772526197695
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Electricity,2019,22.954895010561103
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Liquified Gas,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Gasoline and alcohol,2019,0.2808490975186175
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Diesel,2019,23.794888368196645
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Fuel Oil,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Coke,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Charcoal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Gases,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Other secondary,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Non-energy,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Total secondary,2019,47.03063247627637
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,"Agriculture, fisheries, and mining",Total,2019,69.11140500247406
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Oil,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Natural Gas,2019,0.15026055930761825
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Coal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Hydro,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Geothermal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Nuclear,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Firewood,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Sugar cane and derivatives,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Other primary sources,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Total primary sources,2019,0.15026055930761825
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Electricity,2019,10.65499290916419
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Liquified Gas,2019,6.557708993512248
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Gasoline and alcohol,2019,0.9455030059903514
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Kerose and jet fuel,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Diesel,2019,30.474715106968148
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Fuel Oil,2019,0.12335303013762555
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Coke,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Charcoal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Gases,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Other secondary,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Non-energy,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Total secondary,2019,48.75627304577255
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,Construction and other,Total,2019,48.90653360508018
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Oil,2019,0.4446491135366613
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Natural Gas,2019,191.9793907625195
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Coal,2019,93.09336457606976
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Hydro,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Geothermal,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Nuclear,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Firewood,2019,108.85340195941905
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Sugar cane and derivatives,2019,65.53968751294883
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Other primary sources,2019,0.48424947985671696
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Total primary sources,2019,460.39474340435044
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Electricity,2019,247.14025425676172
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Liquified Gas,2019,31.639182538563727
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Gasoline and alcohol,2019,254.32264335676197
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Kerose and jet fuel,2019,59.365063636785905
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Diesel,2019,275.2537640111858
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Fuel Oil,2019,1.3363993637482334
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Coke,2019,0.8110005056070602
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Charcoal,2019,0.05075735541507564
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Gases,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Other secondary,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Non-energy,2019,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Total secondary,2019,869.9190650248295
OLADE,Energy Balances,4_The Amazon,Colombia,Energy consumption,none,Total,2019,1330.31380842918
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Oil,2020,1.9465552013069832e-13
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Natural Gas,2020,85.49068811843799
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Coal,2020,-0.003607183289051557
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Hydro,2020,45.54216694180253
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Sugar cane and derivatives,2020,1.0562062982928946e-14
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Other primary sources,2020,-2.888064096894634e-15
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Total primary sources,2020,131.02924787695179
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Electricity,2020,-8.449650386343157e-14
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Liquified Gas,2020,-2.2646925687034685
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Gasoline and alcohol,2020,-18.50250444903153
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Kerose and jet fuel,2020,11.53284868832279
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Diesel,2020,-4.230619908680386
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Fuel Oil,2020,9.93429314371063
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Coke,2020,-8.664192290683902e-15
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Charcoal,2020,-1.2893143289708187e-18
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Total secondary,2020,-3.5306750943818246
OLADE,Energy Balances,4_The Amazon,Colombia,Adjustment,none,Total,2020,127.49857278256998
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Oil,2020,-716.4670625893218
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Natural Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Coal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Hydro,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Other primary sources,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Total primary sources,2020,-716.4670625893218
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Electricity,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Liquified Gas,2020,11.302718533279574
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Gasoline and alcohol,2020,138.12940557803793
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Kerose and jet fuel,2020,36.51925351935498
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Diesel,2020,272.3724348133949
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Fuel Oil,2020,66.5253558560836
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Total secondary,2020,524.849168300151
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Refineries,Total,2020,-191.61789428917095
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Natural Gas,2020,-89.02435781375688
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Coal,2020,-88.58725678219237
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Hydro,2020,-181.90537985962743
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Other primary sources,2020,-0.7228018614832744
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Total primary sources,2020,-360.23979631706
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Electricity,2020,246.58223336106087
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Liquified Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Gasoline and alcohol,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Diesel,2020,-0.14746403580994272
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Fuel Oil,2020,-0.25352496283477177
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Total secondary,2020,246.58223336106087
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Power plants,Total,2020,-114.0585519546438
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Oil,2020,-12.111898917624524
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Natural Gas,2020,-50.1646078202118
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Coal,2020,-9.188367417117258
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Hydro,2020,-0.6393618614348571
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Sugar cane and derivatives,2020,-22.16611267213269
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Other primary sources,2020,-0.03983353167599122
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Total primary sources,2020,-94.3101822201971
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Electricity,2020,38.901927241875725
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Liquified Gas,2020,-1.258828217029099
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Gasoline and alcohol,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Diesel,2020,-13.666916092182381
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Fuel Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Total secondary,2020,38.901927241875725
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Self-producers,Total,2020,-70.33399928753286
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Natural Gas,2020,-29.73392504424874
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Coal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Hydro,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Other primary sources,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Total primary sources,2020,-29.73392504424874
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Electricity,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Liquified Gas,2020,20.90042604349513
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Gasoline and alcohol,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Diesel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Fuel Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Total secondary,2020,20.90042604349513
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Gas centers,Total,2020,-8.833499000753607
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Natural Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Coal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Hydro,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Firewood,2020,-0.036769669779945904
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Other primary sources,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Total primary sources,2020,-0.036769669779945904
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Electricity,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Liquified Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Gasoline and alcohol,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Diesel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Fuel Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Charcoal,2020,0.011775156299634791
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Total secondary,2020,0.011775156299634791
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Coal,Total,2020,-0.02499451348031112
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Natural Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Coal,2020,-64.80982467309529
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Hydro,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Other primary sources,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Total primary sources,2020,-64.80982467309529
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Electricity,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Liquified Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Gasoline and alcohol,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Diesel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Fuel Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Coke,2020,68.14144860015708
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Gases,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Other secondary,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Non-energy,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Total secondary,2020,68.14144860015708
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Cokehouse and blast furnaces,Total,2020,3.3316239270617825
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Natural Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Coal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Hydro,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Geothermal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Nuclear,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Firewood,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Sugar cane and derivatives,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Other primary sources,2020,-7.051750623087375
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Total primary sources,2020,-7.051750623087375
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Electricity,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Liquified Gas,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Gasoline and alcohol,2020,7.05175062308738
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Kerose and jet fuel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Diesel,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Fuel Oil,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Coke,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Charcoal,2020,0.0
OLADE,Energy Balances,4_The Amazon,Colombia,Total transformation,Distillery,Gases,2020,0.0
