PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2018,,,,,,2.45
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2019,,,,,,2.5279
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2020,,,,,,1.9107
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2021,,,,,,2.2617
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2022,,,,,,2.404
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2023,,,,,,2.4568
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2024,,,,,,2.5099
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2025,,,,,,2.5632
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2026,,,,,,2.6168
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2027,,,,,,2.6705
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2028,,,,,,2.7243
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2029,,,,,,2.7779
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2030,,,,,,2.8315
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2031,,,,,,2.8847
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2032,,,,,,2.9377
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2033,,,,,,2.9904
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2034,,,,,,3.0427
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2035,,,,,,3.0945
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2036,,,,,,3.1459
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2037,,,,,,3.1967
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2038,,,,,,3.2469
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2039,,,,,,3.2964
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2040,,,,,,3.3453
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2041,,,,,,3.3933
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2042,,,,,,3.4406
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2043,,,,,,3.487
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2044,,,,,,3.5324
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2045,,,,,,3.5769
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2046,,,,,,3.6203
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2047,,,,,,3.6627
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2048,,,,,,3.7039
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2049,,,,,,3.744
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Auto,,,,2050,,,,,,3.7828
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2018,,,,,,1.2525
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2019,,,,,,1.2906
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2020,,,,,,0.9755
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2021,,,,,,1.1547
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2022,,,,,,1.2273
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2023,,,,,,1.2542
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2024,,,,,,1.2814
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2025,,,,,,1.3086
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2026,,,,,,1.3359
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2027,,,,,,1.3634
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2028,,,,,,1.3908
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2029,,,,,,1.4182
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2030,,,,,,1.4455
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2031,,,,,,1.4728
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2032,,,,,,1.4998
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2033,,,,,,1.5267
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2034,,,,,,1.5534
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2035,,,,,,1.5799
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2036,,,,,,1.6061
TotalTechnologyAnnualActivityLowerLimit,BAU,HON,Techs_Taxi,,,,2037,,,,,,1.632
